model,family,frame_id,target_word,N,attn_per_target_token,attn_total_to_target_block,n_target_positions
Qwen/Qwen2.5-1.5B,CLM,F0,frog,30,0.021832959405307113,0.6331558227539062,29
Qwen/Qwen2.5-1.5B,CLM,F0,thought,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,thought,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,thought,3,0.045144401490688324,0.09028880298137665,2
Qwen/Qwen2.5-1.5B,CLM,F0,thought,5,0.044747672975063324,0.1789906919002533,4
Qwen/Qwen2.5-1.5B,CLM,F0,thought,10,0.033010900020599365,0.2970981001853943,9
Qwen/Qwen2.5-1.5B,CLM,F0,thought,20,0.025130885212044967,0.47748681902885437,19
Qwen/Qwen2.5-1.5B,CLM,F0,thought,30,0.019958343999139195,0.5787919759750366,29
Qwen/Qwen2.5-1.5B,CLM,F0,space,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,space,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,space,3,0.02215576171875,0.0443115234375,2
Qwen/Qwen2.5-1.5B,CLM,F0,space,5,0.011999210342764854,0.04799684137105942,4
Qwen/Qwen2.5-1.5B,CLM,F0,space,10,0.03814287649260627,0.3432858884334564,9
Qwen/Qwen2.5-1.5B,CLM,F0,space,20,0.022691736095830015,0.43114298582077026,19
Qwen/Qwen2.5-1.5B,CLM,F0,space,30,0.018418490886688232,0.5341362357139587,29
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,3,0.0497385673224926,0.0994771346449852,2
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,5,0.03332583233714104,0.13330332934856415,4
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,10,0.016381300157970853,0.14743170142173767,9
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,20,0.007877918450455917,0.14968045055866241,19
Qwen/Qwen2.5-1.5B,CLM,F0,ankle,30,0.006527939233286628,0.1893102377653122,29
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,3,0.0792490690946579,0.1584981381893158,2
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,5,0.046351753175258636,0.18540701270103455,4
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,10,0.024998701281017728,0.22498831152915955,9
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,20,0.015364999833859895,0.291934996843338,19
Qwen/Qwen2.5-1.5B,CLM,F0,virtue,30,0.010740411692652208,0.31147193908691406,29
Qwen/Qwen2.5-1.5B,CLM,F0,moon,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,moon,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,moon,3,0.07067108154296875,0.1413421630859375,2
Qwen/Qwen2.5-1.5B,CLM,F0,moon,5,0.037234943360090256,0.14893977344036102,4
Qwen/Qwen2.5-1.5B,CLM,F0,moon,10,0.03639772203233507,0.3275794982910156,9
Qwen/Qwen2.5-1.5B,CLM,F0,moon,20,0.027201649389768903,0.5168313384056091,19
Qwen/Qwen2.5-1.5B,CLM,F0,moon,30,0.020946716440135037,0.607454776763916,29
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,0,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,1,,,0
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,3,0.03157297894358635,0.0631459578871727,2
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,5,0.020926475524902344,0.08370590209960938,4
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,10,0.010746637980143229,0.09671974182128906,9
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,20,0.02939764763179578,0.5585553050041199,19
Qwen/Qwen2.5-1.5B,CLM,F0,crystal,30,0.022594585500914473,0.6552429795265198,29
