word,category,concreteness_group,frequency_group,semantic_class,word_length,zipf_frequency,notes,token_id,encoded_form
school,concrete_high,concrete,very_high,place,6,5.71,,3762,school
park,concrete_high,concrete,high,place,4,5.16,,14089,park
garden,concrete_high,concrete,mid,place,6,4.77,,16423,garden
office,concrete_high,concrete,high,place,6,5.4,,8034,office
street,concrete_high,concrete,high,place,6,5.28,,11952,street
road,concrete_high,concrete,high,place,4,5.24,,6520,road
hand,concrete_high,concrete,high,body,4,5.41,,1361,hand
eye,concrete_high,concrete,high,body,3,5.02,,10977,eye
face,concrete_high,concrete,high,body,4,5.45,,3700,face
foot,concrete_high,concrete,high,body,4,4.87,,3661,foot
arm,concrete_high,concrete,mid,body,3,4.73,,5075,arm
leg,concrete_high,concrete,mid,body,3,4.66,,2814,leg
head,concrete_high,concrete,very_high,body,4,5.51,,2343,head
heart,concrete_high,concrete,high,body,5,5.31,,5192,heart
hair,concrete_high,concrete,high,body,4,5.08,,11315,hair
mouth,concrete_high,concrete,high,body,5,4.83,,13394,mouth
tree,concrete_high,concrete,high,natural_object,4,4.85,,5447,tree
stone,concrete_high,concrete,high,natural_object,5,4.8,,12565,stone
rock,concrete_high,concrete,high,natural_object,4,5.03,,7679,rock
river,concrete_high,concrete,high,natural_object,5,5.03,,8580,river
sky,concrete_high,concrete,mid,natural_object,3,4.72,,14744,sky
sun,concrete_high,concrete,high,natural_object,3,4.97,,6575,sun
moon,concrete_high,concrete,mid,natural_object,4,4.7,,18786,moon
cloud,concrete_high,concrete,mid,natural_object,5,4.46,,9570,cloud
fire,concrete_high,concrete,high,natural_object,4,5.3,,3974,fire
wood,concrete_high,concrete,mid,natural_object,4,4.78,,8112,wood
earth,concrete_high,concrete,high,natural_object,5,5.06,,8437,earth
pen,concrete_high,concrete,mid,tool,3,4.38,,6584,pen
clock,concrete_high,concrete,mid,tool,5,4.43,,12006,clock
watch,concrete_high,concrete,high,tool,5,5.34,,6505,watch
camera,concrete_high,concrete,high,tool,6,4.87,,10656,camera
man,concrete_high,concrete,very_high,object,3,5.82,,767,man
woman,concrete_high,concrete,high,object,5,5.35,,6114,woman
child,concrete_high,concrete,high,object,5,5.3,,2278,child
boy,concrete_high,concrete,high,object,3,5.17,,8023,boy
girl,concrete_high,concrete,high,object,4,5.38,,7826,girl
baby,concrete_high,concrete,high,object,4,5.26,,24354,baby
anchor,concrete_low,concrete,mid,object,6,4.02,,17360,anchor
button,concrete_low,concrete,mid,object,6,4.56,,2826,button
piano,concrete_low,concrete,mid,tool,5,4.31,,11914,piano
ant,concrete_low,concrete,low,animal,3,3.86,,3677,ant
crow,concrete_low,concrete,low,animal,4,3.8,,11660,crow
fork,concrete_low,concrete,mid,tool,4,4.03,,27350,fork
plate,concrete_low,concrete,mid,object,5,4.55,,15284,plate
mirror,concrete_low,concrete,mid,object,6,4.47,,19571,mirror
drum,concrete_low,concrete,mid,tool,4,4.11,,24103,drum
temple,concrete_low,concrete,mid,place,6,4.45,,17567,temple
castle,concrete_low,concrete,mid,place,6,4.45,,20610,castle
desert,concrete_low,concrete,mid,place,6,4.4,,18197,desert
forest,concrete_low,concrete,mid,place,6,4.7,,13569,forest
village,concrete_low,concrete,high,place,7,4.82,,5720,village
valley,concrete_low,concrete,mid,place,6,4.72,,19599,valley
planet,concrete_low,concrete,mid,natural_object,6,4.68,,15754,planet
love,abstract_high,abstract,very_high,emotion,4,5.82,,5360,love
fear,abstract_high,abstract,high,emotion,4,4.95,,8866,fear
hope,abstract_high,abstract,high,emotion,4,5.44,,4966,hope
joy,abstract_high,abstract,mid,emotion,3,4.55,,15331,joy
anger,abstract_high,abstract,mid,emotion,5,4.42,,27343,anger
hate,abstract_high,abstract,high,emotion,4,5.11,,26277,hate
pain,abstract_high,abstract,high,emotion,4,5.03,,6788,pain
pride,abstract_high,abstract,mid,emotion,5,4.49,,24967,pride
trust,abstract_high,abstract,high,emotion,5,5.13,,9311,trust
idea,abstract_high,abstract,high,cognition,4,5.36,,2969,idea
mind,abstract_high,abstract,high,cognition,4,5.41,,3458,mind
thought,abstract_high,abstract,very_high,cognition,7,5.59,,2714,thought
memory,abstract_high,abstract,high,cognition,6,4.81,,3370,memory
dream,abstract_high,abstract,high,cognition,5,4.91,,12561,dream
knowledge,abstract_high,abstract,high,cognition,9,4.96,,7134,knowledge
reason,abstract_high,abstract,high,cognition,6,5.32,,2769,reason
belief,abstract_high,abstract,mid,cognition,6,4.46,,17750,belief
question,abstract_high,abstract,high,cognition,8,5.35,,1139,question
family,abstract_high,abstract,very_high,social_concept,6,5.66,,3942,family
friend,abstract_high,abstract,high,social_concept,6,5.37,,5121,friend
home,abstract_high,abstract,very_high,social_concept,4,5.81,,3271,home
life,abstract_high,abstract,very_high,social_concept,4,5.89,,2834,life
death,abstract_high,abstract,high,social_concept,5,5.4,,4892,death
work,abstract_high,abstract,very_high,social_concept,4,5.96,,664,work
money,abstract_high,abstract,very_high,social_concept,5,5.64,,6909,money
time,abstract_high,abstract,very_high,social_concept,4,6.29,,931,time
history,abstract_high,abstract,high,social_concept,7,5.39,,4955,history
culture,abstract_high,abstract,high,social_concept,7,5.03,,9257,culture
language,abstract_high,abstract,high,social_concept,8,5.1,,4086,language
music,abstract_high,abstract,very_high,social_concept,5,5.52,,4696,music
art,abstract_high,abstract,high,social_concept,3,5.29,,1616,art
power,abstract_high,abstract,very_high,political_concept,5,5.52,,3081,power
freedom,abstract_high,abstract,high,political_concept,7,4.86,,16082,freedom
law,abstract_high,abstract,high,political_concept,3,5.46,,4307,law
right,abstract_high,abstract,very_high,political_concept,5,5.96,,1492,right
peace,abstract_high,abstract,high,political_concept,5,5.02,,10776,peace
war,abstract_high,abstract,high,political_concept,3,5.46,,1370,war
government,abstract_high,abstract,very_high,political_concept,10,5.57,,5874,government
truth,abstract_high,abstract,high,moral_concept,5,5.05,,8760,truth
good,abstract_high,abstract,very_high,moral_concept,4,6.12,,1781,good
evil,abstract_high,abstract,mid,moral_concept,4,4.74,,16126,evil
honor,abstract_high,abstract,mid,moral_concept,5,4.69,,10657,honor
justice,abstract_high,abstract,high,moral_concept,7,4.97,,15426,justice
change,abstract_high,abstract,very_high,cognition,6,5.54,,1735,change
future,abstract_high,abstract,high,cognition,6,5.33,,5434,future
reality,abstract_high,abstract,high,cognition,7,4.89,,16832,reality
nature,abstract_high,abstract,high,cognition,6,4.98,,5469,nature
system,abstract_high,abstract,very_high,cognition,6,5.56,,1788,system
problem,abstract_high,abstract,high,cognition,7,5.4,,1108,problem
answer,abstract_high,abstract,high,cognition,6,5.17,,1234,answer
story,abstract_high,abstract,high,cognition,5,5.45,,5828,story
name,abstract_high,abstract,very_high,cognition,4,5.61,,1024,name
number,abstract_high,abstract,very_high,cognition,6,5.62,,1353,number
word,abstract_high,abstract,high,cognition,4,5.26,,1734,word
voice,abstract_high,abstract,high,cognition,5,5.07,,7314,voice
sound,abstract_high,abstract,high,cognition,5,5.15,,6047,sound
light,abstract_high,abstract,high,cognition,5,5.33,,3578,light
dark,abstract_high,abstract,high,cognition,4,5.04,,6501,dark
color,abstract_high,abstract,high,cognition,5,4.91,,2927,color
shape,abstract_high,abstract,mid,cognition,5,4.72,,8267,shape
size,abstract_high,abstract,high,cognition,4,5.13,,2159,size
space,abstract_high,abstract,high,cognition,5,5.23,,2913,space
place,abstract_high,abstract,very_high,social_concept,5,5.71,,2058,place
sorrow,abstract_low,abstract,low,emotion,6,3.73,,28543,sorrow
pity,abstract_low,abstract,low,emotion,4,3.98,,28875,pity
regret,abstract_low,abstract,mid,emotion,6,4.37,,28883,regret
delight,abstract_low,abstract,low,emotion,7,3.97,,15319,delight
wisdom,abstract_low,abstract,mid,cognition,6,4.3,,29714,wisdom
logic,abstract_low,abstract,mid,cognition,5,4.36,,5900,logic
intent,abstract_low,abstract,mid,cognition,6,4.28,,7609,intent
doubt,abstract_low,abstract,high,cognition,5,4.9,,7404,doubt
tradition,abstract_low,abstract,mid,social_concept,9,4.5,,11399,tradition
legend,abstract_low,abstract,mid,social_concept,6,4.44,,15983,legend
custom,abstract_low,abstract,mid,social_concept,6,4.43,,2888,custom
republic,abstract_low,abstract,mid,political_concept,8,4.6,,23925,republic
doctrine,abstract_low,abstract,low,political_concept,8,3.98,,22542,doctrine
regime,abstract_low,abstract,mid,political_concept,6,4.3,,22384,regime
policy,abstract_low,abstract,high,political_concept,6,5.17,,8898,policy
authority,abstract_low,abstract,high,political_concept,9,4.81,,14329,authority
liberty,abstract_low,abstract,mid,political_concept,7,4.34,,24169,liberty
virtue,abstract_low,abstract,low,moral_concept,6,3.94,,27935,virtue
vice,abstract_low,abstract,mid,moral_concept,4,4.71,,11289,vice
duty,abstract_low,abstract,mid,moral_concept,4,4.71,,13360,duty
shame,abstract_low,abstract,mid,moral_concept,5,4.55,,28503,shame
integrity,abstract_low,abstract,mid,moral_concept,9,4.22,,28410,integrity
origin,abstract_low,abstract,mid,cognition,6,4.55,,3978,origin
purpose,abstract_low,abstract,high,cognition,7,4.88,,6437,purpose
notion,abstract_low,abstract,mid,cognition,6,4.17,,17837,notion
legacy,abstract_low,abstract,mid,social_concept,6,4.37,,25000,legacy
symbol,abstract_low,abstract,mid,cognition,6,4.31,,5829,symbol
imagination,abstract_low,abstract,mid,cognition,11,4.22,,28038,imagination
conscience,abstract_low,abstract,low,cognition,10,3.96,,27688,conscience
