word,category,concreteness_group,frequency_group,semantic_class,word_length,zipf_frequency,notes,token_id,encoded_form
carpet,concrete_low,concrete,mid,object,6,4.18,,23656, carpet
drum,concrete_low,concrete,mid,tool,4,4.11,,14988, drum
ankle,concrete_low,concrete,low,body,5,3.97,,23469, ankle
elbow,concrete_low,concrete,low,body,5,3.84,,24784, elbow
knee,concrete_low,concrete,mid,body,4,4.33,,12267, knee
wrist,concrete_low,concrete,mid,body,5,4.01,,20051, wrist
liver,concrete_low,concrete,mid,body,5,4.18,,6728, liver
kidney,concrete_low,concrete,mid,body,6,4.03,,12333, kidney
spine,concrete_low,concrete,low,body,5,3.93,,17201, spine
temple,concrete_low,concrete,mid,place,6,4.45,,16511, temple
castle,concrete_low,concrete,mid,place,6,4.45,,19887, castle
cottage,concrete_low,concrete,mid,place,7,4.0,,29705, cottage
desert,concrete_low,concrete,mid,place,6,4.4,,13438, desert
forest,concrete_low,concrete,mid,place,6,4.7,,9741, forest
harbor,concrete_low,concrete,mid,place,6,4.15,,22754, harbor
village,concrete_low,concrete,high,place,7,4.82,,7773, village
valley,concrete_low,concrete,mid,place,6,4.72,,17836, valley
comet,concrete_low,concrete,low,natural_object,5,3.64,,47470, comet
crystal,concrete_low,concrete,mid,natural_object,7,4.4,,9266, crystal
planet,concrete_low,concrete,mid,natural_object,6,4.68,,8859, planet
crater,concrete_low,concrete,low,natural_object,6,3.55,,47642, crater
love,abstract_high,abstract,very_high,emotion,4,5.82,,2389, love
fear,abstract_high,abstract,high,emotion,4,4.95,,4709, fear
hope,abstract_high,abstract,high,emotion,4,5.44,,3524, hope
joy,abstract_high,abstract,mid,emotion,3,4.55,,11010, joy
anger,abstract_high,abstract,mid,emotion,5,4.42,,12700, anger
hate,abstract_high,abstract,high,emotion,4,5.11,,9239, hate
pain,abstract_high,abstract,high,emotion,4,5.03,,3075, pain
pride,abstract_high,abstract,mid,emotion,5,4.49,,15555, pride
trust,abstract_high,abstract,high,emotion,5,5.13,,4517, trust
idea,abstract_high,abstract,high,cognition,4,5.36,,2934, idea
mind,abstract_high,abstract,high,cognition,4,5.41,,2564, mind
thought,abstract_high,abstract,very_high,cognition,7,5.59,,1869, thought
memory,abstract_high,abstract,high,cognition,6,4.81,,3541, memory
dream,abstract_high,abstract,high,cognition,5,4.91,,7156, dream
knowledge,abstract_high,abstract,high,cognition,9,4.96,,3640, knowledge
reason,abstract_high,abstract,high,cognition,6,5.32,,1921, reason
belief,abstract_high,abstract,mid,cognition,6,4.46,,9927, belief
question,abstract_high,abstract,high,cognition,8,5.35,,1953, question
family,abstract_high,abstract,very_high,social_concept,6,5.66,,2021, family
friend,abstract_high,abstract,high,social_concept,6,5.37,,3331, friend
home,abstract_high,abstract,very_high,social_concept,4,5.81,,1728, home
life,abstract_high,abstract,very_high,social_concept,4,5.89,,1495, life
death,abstract_high,abstract,high,social_concept,5,5.4,,2471, death
work,abstract_high,abstract,very_high,social_concept,4,5.96,,789, work
money,abstract_high,abstract,very_high,social_concept,5,5.64,,2583, money
time,abstract_high,abstract,very_high,social_concept,4,6.29,,673, time
history,abstract_high,abstract,high,social_concept,7,5.39,,2892, history
culture,abstract_high,abstract,high,social_concept,7,5.03,,4466, culture
language,abstract_high,abstract,high,social_concept,8,5.1,,3448, language
music,abstract_high,abstract,very_high,social_concept,5,5.52,,3440, music
art,abstract_high,abstract,high,social_concept,3,5.29,,1445, art
power,abstract_high,abstract,very_high,political_concept,5,5.52,,1612, power
freedom,abstract_high,abstract,high,political_concept,7,4.86,,7185, freedom
law,abstract_high,abstract,high,political_concept,3,5.46,,1569, law
right,abstract_high,abstract,very_high,political_concept,5,5.96,,987, right
peace,abstract_high,abstract,high,political_concept,5,5.02,,6330, peace
war,abstract_high,abstract,high,political_concept,3,5.46,,2137, war
government,abstract_high,abstract,very_high,political_concept,10,5.57,,2208, government
truth,abstract_high,abstract,high,moral_concept,5,5.05,,5083, truth
good,abstract_high,abstract,very_high,moral_concept,4,6.12,,1175, good
evil,abstract_high,abstract,mid,moral_concept,4,4.74,,10319, evil
honor,abstract_high,abstract,mid,moral_concept,5,4.69,,10390, honor
justice,abstract_high,abstract,high,moral_concept,7,4.97,,8426, justice
change,abstract_high,abstract,very_high,cognition,6,5.54,,1818, change
future,abstract_high,abstract,high,cognition,6,5.33,,2852, future
reality,abstract_high,abstract,high,cognition,7,4.89,,6612, reality
nature,abstract_high,abstract,high,cognition,6,4.98,,3753, nature
system,abstract_high,abstract,very_high,cognition,6,5.56,,985, system
problem,abstract_high,abstract,high,cognition,7,5.4,,1895, problem
answer,abstract_high,abstract,high,cognition,6,5.17,,3662, answer
story,abstract_high,abstract,high,cognition,5,5.45,,2926, story
name,abstract_high,abstract,very_high,cognition,4,5.61,,1416, name
number,abstract_high,abstract,very_high,cognition,6,5.62,,1180, number
word,abstract_high,abstract,high,cognition,4,5.26,,3159, word
voice,abstract_high,abstract,high,cognition,5,5.07,,4318, voice
sound,abstract_high,abstract,high,cognition,5,5.15,,3590, sound
light,abstract_high,abstract,high,cognition,5,5.33,,1708, light
dark,abstract_high,abstract,high,cognition,4,5.04,,3644, dark
color,abstract_high,abstract,high,cognition,5,4.91,,3295, color
shape,abstract_high,abstract,mid,cognition,5,4.72,,5281, shape
size,abstract_high,abstract,high,cognition,4,5.13,,1979, size
space,abstract_high,abstract,high,cognition,5,5.23,,2317, space
place,abstract_high,abstract,very_high,social_concept,5,5.71,,1659, place
anxiety,abstract_low,abstract,mid,emotion,7,4.45,,10397, anxiety
envy,abstract_low,abstract,low,emotion,4,3.84,,38877, envy
grief,abstract_low,abstract,mid,emotion,5,4.08,,20993, grief
rage,abstract_low,abstract,mid,emotion,4,4.11,,22324, rage
sorrow,abstract_low,abstract,low,emotion,6,3.73,,26034, sorrow
pity,abstract_low,abstract,low,emotion,4,3.98,,27042, pity
regret,abstract_low,abstract,mid,emotion,6,4.37,,14938, regret
disgust,abstract_low,abstract,low,emotion,7,3.61,,24808, disgust
delight,abstract_low,abstract,low,emotion,7,3.97,,12725, delight
longing,abstract_low,abstract,low,emotion,7,3.5,,40484, longing
contempt,abstract_low,abstract,low,emotion,8,3.74,,20334, contempt
wisdom,abstract_low,abstract,mid,cognition,6,4.3,,15799, wisdom
intuition,abstract_low,abstract,low,cognition,9,3.54,,30328, intuition
paradox,abstract_low,abstract,low,cognition,7,3.63,,25286, paradox
logic,abstract_low,abstract,mid,cognition,5,4.36,,9317, logic
intent,abstract_low,abstract,mid,cognition,6,4.28,,6860, intent
doubt,abstract_low,abstract,high,cognition,5,4.9,,5545, doubt
clarity,abstract_low,abstract,low,cognition,7,3.9,,19843, clarity
loyalty,abstract_low,abstract,mid,social_concept,7,4.17,,22964, loyalty
ritual,abstract_low,abstract,mid,social_concept,6,4.02,,17651, ritual
tradition,abstract_low,abstract,mid,social_concept,9,4.5,,4062, tradition
legend,abstract_low,abstract,mid,social_concept,6,4.44,,13691, legend
custom,abstract_low,abstract,mid,social_concept,6,4.43,,2840, custom
democracy,abstract_low,abstract,mid,political_concept,9,4.51,,14483, democracy
republic,abstract_low,abstract,mid,political_concept,8,4.6,,23822, republic
treaty,abstract_low,abstract,mid,political_concept,6,4.31,,23848, treaty
doctrine,abstract_low,abstract,low,political_concept,8,3.98,,12791, doctrine
regime,abstract_low,abstract,mid,political_concept,6,4.3,,9459, regime
policy,abstract_low,abstract,high,political_concept,6,5.17,,3646, policy
authority,abstract_low,abstract,high,political_concept,9,4.81,,6265, authority
liberty,abstract_low,abstract,mid,political_concept,7,4.34,,17843, liberty
tyranny,abstract_low,abstract,low,political_concept,7,3.52,,48320, tyranny
mercy,abstract_low,abstract,mid,moral_concept,5,4.25,,23661, mercy
virtue,abstract_low,abstract,low,moral_concept,6,3.94,,16968, virtue
vice,abstract_low,abstract,mid,moral_concept,4,4.71,,12008, vice
duty,abstract_low,abstract,mid,moral_concept,4,4.71,,7143, duty
shame,abstract_low,abstract,mid,moral_concept,5,4.55,,14816, shame
guilt,abstract_low,abstract,mid,moral_concept,5,4.13,,15457, guilt
dignity,abstract_low,abstract,mid,moral_concept,7,4.02,,24027, dignity
integrity,abstract_low,abstract,mid,moral_concept,9,4.22,,12974, integrity
ambition,abstract_low,abstract,low,cognition,8,3.91,,30385, ambition
destiny,abstract_low,abstract,mid,cognition,7,4.19,,31776, destiny
essence,abstract_low,abstract,mid,cognition,7,4.03,,17718, essence
origin,abstract_low,abstract,mid,cognition,6,4.55,,6510, origin
purpose,abstract_low,abstract,high,cognition,7,4.88,,4096, purpose
notion,abstract_low,abstract,mid,cognition,6,4.17,,10732, notion
legacy,abstract_low,abstract,mid,social_concept,6,4.37,,17646, legacy
burden,abstract_low,abstract,mid,cognition,6,4.23,,7977, burden
symbol,abstract_low,abstract,mid,cognition,6,4.31,,9484, symbol
metaphor,abstract_low,abstract,low,cognition,8,3.73,,27294, metaphor
perception,abstract_low,abstract,mid,cognition,10,4.18,,13071, perception
imagination,abstract_low,abstract,mid,cognition,11,4.22,,17368, imagination
conscience,abstract_low,abstract,low,cognition,10,3.96,,23837, conscience
