word,category,concreteness_group,frequency_group,semantic_class,word_length,zipf_frequency,notes,token_id,encoded_form
moon,concrete_high,concrete,mid,natural_object,4,4.7,,6783, moon
cloud,concrete_high,concrete,mid,natural_object,5,4.46,,6249, cloud
fire,concrete_high,concrete,high,natural_object,4,5.3,,2892, fire
wood,concrete_high,concrete,mid,natural_object,4,4.78,,3180, wood
earth,concrete_high,concrete,high,natural_object,5,5.06,,3103, earth
pen,concrete_high,concrete,mid,tool,3,4.38,,4423, pen
clock,concrete_high,concrete,mid,tool,5,4.43,,9191, clock
watch,concrete_high,concrete,high,tool,5,5.34,,4126, watch
camera,concrete_high,concrete,high,tool,6,4.87,,6715, camera
brush,concrete_high,concrete,mid,tool,5,4.23,,8237, brush
ladder,concrete_high,concrete,mid,tool,6,4.03,,23071, ladder
man,concrete_high,concrete,very_high,object,3,5.82,,555, man
woman,concrete_high,concrete,high,object,5,5.35,,4166, woman
child,concrete_high,concrete,high,object,5,5.3,,811, child
boy,concrete_high,concrete,high,object,3,5.17,,7706, boy
girl,concrete_high,concrete,high,object,4,5.38,,8180, girl
baby,concrete_high,concrete,high,object,4,5.26,,4516, baby
violin,concrete_low,concrete,low,tool,6,3.74,,29880, violin
lantern,concrete_low,concrete,low,object,7,3.61,,44588, lantern
cactus,concrete_low,concrete,low,natural_object,6,3.4,,30526, cactus
helmet,concrete_low,concrete,mid,object,6,4.02,,22422, helmet
pearl,concrete_low,concrete,mid,object,5,4.14,,34372, pearl
anchor,concrete_low,concrete,mid,object,6,4.02,,17670, anchor
shovel,concrete_low,concrete,low,tool,6,3.5,,31490, shovel
kettle,concrete_low,concrete,low,tool,6,3.54,,44328, kettle
compass,concrete_low,concrete,low,tool,7,3.74,,23006, compass
telescope,concrete_low,concrete,low,tool,9,3.75,,13776, telescope
microscope,concrete_low,concrete,low,tool,10,3.5,,15908, microscope
ribbon,concrete_low,concrete,low,object,6,3.81,,27926, ribbon
button,concrete_low,concrete,mid,object,6,4.56,,7885, button
piano,concrete_low,concrete,mid,tool,5,4.31,,15717, piano
eagle,concrete_low,concrete,mid,animal,5,4.13,,22261, eagle
tiger,concrete_low,concrete,mid,animal,5,4.3,,21957, tiger
camel,concrete_low,concrete,low,animal,5,3.64,,32782, camel
snake,concrete_low,concrete,mid,animal,5,4.23,,14321, snake
rabbit,concrete_low,concrete,mid,animal,6,4.05,,16024, rabbit
turtle,concrete_low,concrete,low,animal,6,3.91,,17445, turtle
fox,concrete_low,concrete,mid,animal,3,4.66,,16438, fox
deer,concrete_low,concrete,mid,animal,4,4.12,,10752, deer
frog,concrete_low,concrete,low,animal,4,3.89,,20398, frog
bee,concrete_low,concrete,mid,animal,3,4.09,,11426, bee
ant,concrete_low,concrete,low,animal,3,3.86,,1598, ant
owl,concrete_low,concrete,low,animal,3,3.87,,23142, owl
crow,concrete_low,concrete,low,animal,4,3.8,,7467, crow
whale,concrete_low,concrete,low,animal,5,3.98,,15682, whale
spoon,concrete_low,concrete,low,tool,5,3.88,,21967, spoon
fork,concrete_low,concrete,mid,tool,4,4.03,,22804, fork
plate,concrete_low,concrete,mid,object,5,4.55,,6496, plate
bowl,concrete_low,concrete,mid,object,4,4.63,,12505, bowl
vase,concrete_low,concrete,low,object,4,3.54,,40985, vase
mirror,concrete_low,concrete,mid,object,6,4.47,,11558, mirror
rope,concrete_low,concrete,mid,tool,4,4.06,,18606, rope
blanket,concrete_low,concrete,mid,object,7,4.07,,21714, blanket
pillow,concrete_low,concrete,low,object,6,3.96,,33833, pillow
carpet,concrete_low,concrete,mid,object,6,4.18,,21499, carpet
drum,concrete_low,concrete,mid,tool,4,4.11,,15754, drum
ankle,concrete_low,concrete,low,body,5,3.97,,19105, ankle
elbow,concrete_low,concrete,low,body,5,3.84,,20494, elbow
knee,concrete_low,concrete,mid,body,4,4.33,,10929, knee
wrist,concrete_low,concrete,mid,body,5,4.01,,18441, wrist
liver,concrete_low,concrete,mid,body,5,4.18,,5969, liver
kidney,concrete_low,concrete,mid,body,6,4.03,,8187, kidney
spine,concrete_low,concrete,low,body,5,3.93,,11465, spine
temple,concrete_low,concrete,mid,place,6,4.45,,8777, temple
castle,concrete_low,concrete,mid,place,6,4.45,,13592, castle
cottage,concrete_low,concrete,mid,place,7,4.0,,31039, cottage
desert,concrete_low,concrete,mid,place,6,4.4,,8183, desert
forest,concrete_low,concrete,mid,place,6,4.7,,3150, forest
harbor,concrete_low,concrete,mid,place,6,4.15,,19890, harbor
village,concrete_low,concrete,high,place,7,4.82,,6560, village
valley,concrete_low,concrete,mid,place,6,4.72,,12322, valley
canyon,concrete_low,concrete,low,place,6,3.96,,35580, canyon
comet,concrete_low,concrete,low,natural_object,5,3.64,,19549, comet
crystal,concrete_low,concrete,mid,natural_object,7,4.4,,13253, crystal
glacier,concrete_low,concrete,low,natural_object,7,3.58,,25077, glacier
planet,concrete_low,concrete,mid,natural_object,6,4.68,,3925, planet
crater,concrete_low,concrete,low,natural_object,6,3.55,,21729, crater
love,abstract_high,abstract,very_high,emotion,4,5.82,,2606, love
fear,abstract_high,abstract,high,emotion,4,4.95,,3696, fear
hope,abstract_high,abstract,high,emotion,4,5.44,,3826, hope
joy,abstract_high,abstract,mid,emotion,3,4.55,,7697, joy
anger,abstract_high,abstract,mid,emotion,5,4.42,,9846, anger
hate,abstract_high,abstract,high,emotion,4,5.11,,13735, hate
pain,abstract_high,abstract,high,emotion,4,5.03,,1556, pain
pride,abstract_high,abstract,mid,emotion,5,4.49,,11320, pride
trust,abstract_high,abstract,high,emotion,5,5.13,,3634, trust
idea,abstract_high,abstract,high,cognition,4,5.36,,2359, idea
mind,abstract_high,abstract,high,cognition,4,5.41,,1945, mind
thought,abstract_high,abstract,very_high,cognition,7,5.59,,2275, thought
memory,abstract_high,abstract,high,cognition,6,4.81,,3500, memory
dream,abstract_high,abstract,high,cognition,5,4.91,,7456, dream
knowledge,abstract_high,abstract,high,cognition,9,4.96,,1967, knowledge
reason,abstract_high,abstract,high,cognition,6,5.32,,2166, reason
belief,abstract_high,abstract,mid,cognition,6,4.46,,3357, belief
question,abstract_high,abstract,high,cognition,8,5.35,,1962, question
family,abstract_high,abstract,very_high,social_concept,6,5.66,,1564, family
friend,abstract_high,abstract,high,social_concept,6,5.37,,3289, friend
home,abstract_high,abstract,very_high,social_concept,4,5.81,,1478, home
life,abstract_high,abstract,very_high,social_concept,4,5.89,,1029, life
death,abstract_high,abstract,high,social_concept,5,5.4,,2112, death
work,abstract_high,abstract,very_high,social_concept,4,5.96,,746, work
money,abstract_high,abstract,very_high,social_concept,5,5.64,,2478, money
time,abstract_high,abstract,very_high,social_concept,4,6.29,,655, time
history,abstract_high,abstract,high,social_concept,7,5.39,,1463, history
culture,abstract_high,abstract,high,social_concept,7,5.03,,2517, culture
language,abstract_high,abstract,high,social_concept,8,5.1,,1789, language
music,abstract_high,abstract,very_high,social_concept,5,5.52,,2477, music
art,abstract_high,abstract,high,social_concept,3,5.29,,984, art
power,abstract_high,abstract,very_high,political_concept,5,5.52,,1149, power
freedom,abstract_high,abstract,high,political_concept,7,4.86,,4766, freedom
law,abstract_high,abstract,high,political_concept,3,5.46,,1525, law
right,abstract_high,abstract,very_high,political_concept,5,5.96,,1048, right
peace,abstract_high,abstract,high,political_concept,5,5.02,,4033, peace
war,abstract_high,abstract,high,political_concept,3,5.46,,1913, war
government,abstract_high,abstract,very_high,political_concept,10,5.57,,1693, government
truth,abstract_high,abstract,high,moral_concept,5,5.05,,4569, truth
good,abstract_high,abstract,very_high,moral_concept,4,6.12,,1123, good
evil,abstract_high,abstract,mid,moral_concept,4,4.74,,8505, evil
honor,abstract_high,abstract,mid,moral_concept,5,4.69,,7532, honor
justice,abstract_high,abstract,high,moral_concept,7,4.97,,4765, justice
change,abstract_high,abstract,very_high,cognition,6,5.54,,1363, change
future,abstract_high,abstract,high,cognition,6,5.33,,1774, future
reality,abstract_high,abstract,high,cognition,7,4.89,,4174, reality
nature,abstract_high,abstract,high,cognition,6,4.98,,2177, nature
system,abstract_high,abstract,very_high,cognition,6,5.56,,817, system
problem,abstract_high,abstract,high,cognition,7,5.4,,1732, problem
answer,abstract_high,abstract,high,cognition,6,5.17,,2988, answer
story,abstract_high,abstract,high,cognition,5,5.45,,1977, story
name,abstract_high,abstract,very_high,cognition,4,5.61,,1462, name
number,abstract_high,abstract,very_high,cognition,6,5.62,,1230, number
word,abstract_high,abstract,high,cognition,4,5.26,,2229, word
voice,abstract_high,abstract,high,cognition,5,5.07,,5274, voice
sound,abstract_high,abstract,high,cognition,5,5.15,,2139, sound
light,abstract_high,abstract,high,cognition,5,5.33,,1420, light
dark,abstract_high,abstract,high,cognition,4,5.04,,3605, dark
color,abstract_high,abstract,high,cognition,5,4.91,,2380, color
shape,abstract_high,abstract,mid,cognition,5,4.72,,3040, shape
size,abstract_high,abstract,high,cognition,4,5.13,,2203, size
space,abstract_high,abstract,high,cognition,5,5.23,,1898, space
place,abstract_high,abstract,very_high,social_concept,5,5.71,,1379, place
anxiety,abstract_low,abstract,mid,emotion,7,4.45,,4693, anxiety
envy,abstract_low,abstract,low,emotion,4,3.84,,35278, envy
grief,abstract_low,abstract,mid,emotion,5,4.08,,15684, grief
rage,abstract_low,abstract,mid,emotion,4,4.11,,28454, rage
sorrow,abstract_low,abstract,low,emotion,6,3.73,,25514, sorrow
pity,abstract_low,abstract,low,emotion,4,3.98,,34367, pity
regret,abstract_low,abstract,mid,emotion,6,4.37,,23688, regret
disgust,abstract_low,abstract,low,emotion,7,3.61,,30271, disgust
delight,abstract_low,abstract,low,emotion,7,3.97,,10659, delight
longing,abstract_low,abstract,low,emotion,7,3.5,,34585, longing
contempt,abstract_low,abstract,low,emotion,8,3.74,,30989, contempt
wisdom,abstract_low,abstract,mid,cognition,6,4.3,,6655, wisdom
intuition,abstract_low,abstract,low,cognition,9,3.54,,22527, intuition
paradox,abstract_low,abstract,low,cognition,7,3.63,,19288, paradox
logic,abstract_low,abstract,mid,cognition,5,4.36,,8631, logic
intent,abstract_low,abstract,mid,cognition,6,4.28,,7360, intent
doubt,abstract_low,abstract,high,cognition,5,4.9,,7028, doubt
clarity,abstract_low,abstract,low,cognition,7,3.9,,13150, clarity
loyalty,abstract_low,abstract,mid,social_concept,7,4.17,,14624, loyalty
kinship,abstract_low,abstract,low,social_concept,7,3.13,,34203, kinship
solitude,abstract_low,abstract,low,social_concept,8,3.42,,40694, solitude
ritual,abstract_low,abstract,mid,social_concept,6,4.02,,8398, ritual
tradition,abstract_low,abstract,mid,social_concept,9,4.5,,1966, tradition
legend,abstract_low,abstract,mid,social_concept,6,4.44,,9675, legend
custom,abstract_low,abstract,mid,social_concept,6,4.43,,2929, custom
democracy,abstract_low,abstract,mid,political_concept,9,4.51,,8791, democracy
republic,abstract_low,abstract,mid,political_concept,8,4.6,,14773, republic
treaty,abstract_low,abstract,mid,political_concept,6,4.31,,12175, treaty
doctrine,abstract_low,abstract,low,political_concept,8,3.98,,11752, doctrine
regime,abstract_low,abstract,mid,political_concept,6,4.3,,10562, regime
policy,abstract_low,abstract,high,political_concept,6,5.17,,2983, policy
authority,abstract_low,abstract,high,political_concept,9,4.81,,5351, authority
liberty,abstract_low,abstract,mid,political_concept,7,4.34,,12703, liberty
tyranny,abstract_low,abstract,low,political_concept,7,3.52,,31818, tyranny
mercy,abstract_low,abstract,mid,moral_concept,5,4.25,,19253, mercy
virtue,abstract_low,abstract,low,moral_concept,6,3.94,,14473, virtue
vice,abstract_low,abstract,mid,moral_concept,4,4.71,,12010, vice
duty,abstract_low,abstract,mid,moral_concept,4,4.71,,9060, duty
shame,abstract_low,abstract,mid,moral_concept,5,4.55,,15786, shame
guilt,abstract_low,abstract,mid,moral_concept,5,4.13,,14993, guilt
dignity,abstract_low,abstract,mid,moral_concept,7,4.02,,14166, dignity
integrity,abstract_low,abstract,mid,moral_concept,9,4.22,,8988, integrity
ambition,abstract_low,abstract,low,cognition,8,3.91,,21635, ambition
destiny,abstract_low,abstract,mid,cognition,7,4.19,,22078, destiny
essence,abstract_low,abstract,mid,cognition,7,4.03,,9615, essence
origin,abstract_low,abstract,mid,cognition,6,4.55,,5062, origin
purpose,abstract_low,abstract,high,cognition,7,4.88,,3446, purpose
notion,abstract_low,abstract,mid,cognition,6,4.17,,9284, notion
legacy,abstract_low,abstract,mid,social_concept,6,4.37,,9009, legacy
burden,abstract_low,abstract,mid,cognition,6,4.23,,10344, burden
symbol,abstract_low,abstract,mid,cognition,6,4.31,,3573, symbol
metaphor,abstract_low,abstract,low,cognition,8,3.73,,14795, metaphor
perception,abstract_low,abstract,mid,cognition,10,4.18,,8302, perception
imagination,abstract_low,abstract,mid,cognition,11,4.22,,9256, imagination
conscience,abstract_low,abstract,low,cognition,10,3.96,,20078, conscience
